Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 12:44:09,20-02-2026 12:44:09,"0,092s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""))",Chrome 144.0.0.0,,,20-02-2026 12:44:09,20-02-2026 12:44:09,"0,261s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:09,20-02-2026 12:44:10,"1,019s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 12:44:10,20-02-2026 12:44:11,"0,061s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-3-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(State))",Chrome 144.0.0.0,,,20-02-2026 12:44:11,20-02-2026 12:44:11,"0,051s",PASSED
delay(2),Chrome 144.0.0.0,,,20-02-2026 12:44:11,20-02-2026 12:44:13,"2,027s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 12:44:13,20-02-2026 12:44:13,"0,082s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""))",Chrome 144.0.0.0,,,20-02-2026 12:44:13,20-02-2026 12:44:13,"0,194s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:13,20-02-2026 12:44:14,"1,015s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 12:44:14,20-02-2026 12:44:14,"0,062s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-4-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(City))",Chrome 144.0.0.0,,,20-02-2026 12:44:14,20-02-2026 12:44:14,"0,033s",PASSED
"executeJavaScript(""document.getElementById('submit').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:14,20-02-2026 12:44:14,"0,080s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:14,20-02-2026 12:44:15,"1,017s",PASSED
"popup = executeJavaScript(""return document.getElementById('example-modal-sizes-title-lg') ? document.getElementById('example-modal-sizes-title-lg').innerText.trim() : '';"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:15,20-02-2026 12:44:15,"0,027s",PASSED
"formSubmitted = popup.equals(""Thanks for submitting the form"")",Chrome 144.0.0.0,,,20-02-2026 12:44:15,20-02-2026 12:44:15,"0,004s",PASSED
"shouldPass = ExpectedResult.equals(""PASS"")",Chrome 144.0.0.0,,,20-02-2026 12:44:15,20-02-2026 12:44:15,"0,007s",PASSED
"if (Scenario.startsWith(""TC008""))",Chrome 144.0.0.0,,,20-02-2026 12:44:15,20-02-2026 12:44:15,"0,006s",PASSED
takeScreenshot(),Chrome 144.0.0.0,,,20-02-2026 12:44:15,20-02-2026 12:44:16,"0,335s",PASSED
if (formSubmitted == shouldPass),Chrome 144.0.0.0,,,20-02-2026 12:44:16,20-02-2026 12:44:16,"0,057s",PASSED
if (formSubmitted),Chrome 144.0.0.0,,,20-02-2026 12:44:16,20-02-2026 12:44:17,"1,200s",PASSED
delay(3),Chrome 144.0.0.0,,,20-02-2026 12:44:17,20-02-2026 12:44:20,"3,009s",PASSED
closeBrowser(),Chrome 144.0.0.0,,,20-02-2026 12:44:20,20-02-2026 12:44:20,"0,588s",PASSED
,,,,,,,
Test Cases/TC_StudentForm_DDT,Chrome 144.0.0.0,DDT Student Form - runs all rows from Student Data Scenario.csv,,20-02-2026 12:44:20,20-02-2026 12:44:42,"21,138s",PASSED
"openBrowser("""")",Chrome 144.0.0.0,,,20-02-2026 12:44:21,20-02-2026 12:44:22,"1,256s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 144.0.0.0,,,20-02-2026 12:44:22,20-02-2026 12:44:24,"2,061s",PASSED
maximizeWindow(),Chrome 144.0.0.0,,,20-02-2026 12:44:24,20-02-2026 12:44:24,"0,072s",PASSED
waitForPageLoad(10),Chrome 144.0.0.0,,,20-02-2026 12:44:24,20-02-2026 12:44:24,"0,021s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""), 5)",Chrome 144.0.0.0,,,20-02-2026 12:44:24,20-02-2026 12:44:24,"0,173s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""))))",Chrome 144.0.0.0,,,20-02-2026 12:44:24,20-02-2026 12:44:25,"0,695s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_forms""))))",Chrome 144.0.0.0,,,20-02-2026 12:44:25,20-02-2026 12:44:25,"0,176s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:25,20-02-2026 12:44:26,"1,020s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_practiceForm""))))",Chrome 144.0.0.0,,,20-02-2026 12:44:26,20-02-2026 12:44:26,"0,116s",PASSED
waitForPageLoad(5),Chrome 144.0.0.0,,,20-02-2026 12:44:26,20-02-2026 12:44:26,"0,026s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/label_Male_custom-control-label""), 1)",Chrome 144.0.0.0,,,20-02-2026 12:44:26,20-02-2026 12:44:26,"0,213s",PASSED
if (FirstName),Chrome 144.0.0.0,,,20-02-2026 12:44:26,20-02-2026 12:44:27,"0,534s",PASSED
if (LastName),Chrome 144.0.0.0,,,20-02-2026 12:44:27,20-02-2026 12:44:27,"0,001s",PASSED
if (StudentEmail),Chrome 144.0.0.0,,,20-02-2026 12:44:27,20-02-2026 12:44:27,"0,368s",PASSED
"if (!(Scenario.startsWith(""TC005"")))",Chrome 144.0.0.0,,,20-02-2026 12:44:27,20-02-2026 12:44:27,"0,026s",PASSED
if (MobileNumber),Chrome 144.0.0.0,,,20-02-2026 12:44:27,20-02-2026 12:44:28,"0,318s",PASSED
"if (Scenario.startsWith(""TC009""))",Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:28,"0,001s",PASSED
"dobParts = DateOfBirth.split(""-"")",Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:28,"0,001s",PASSED
dobYear = dobParts[0],Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:28,"0,001s",PASSED
dobMonth = String.valueOf(Integer.parseInt(dobParts[1]) - 1),Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:28,"0,001s",PASSED
dobDay = String.valueOf(Integer.parseInt(dobParts[2])),Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:28,"0,001s",PASSED
"executeJavaScript(""document.getElementById('dateOfBirthInput').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:28,"0,074s",PASSED
"executeJavaScript(""document.querySelector('.react-datepicker__year-select').value='"" + dobYear + ""'; document.querySelector('.react-datepicker__year-select').dispatchEvent(new Event('change',{bubbles:true}));"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:28,"0,064s",PASSED
"executeJavaScript(""document.querySelector('.react-datepicker__month-select').value='"" + dobMonth + ""'; document.querySelector('.react-datepicker__month-select').dispatchEvent(new Event('change',{bubbles:true}));"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:28,"0,050s",PASSED
"executeJavaScript(""var days=document.querySelectorAll('.react-datepicker__day:not(.react-datepicker__day--outside-month)'); for(var d of days){if(d.textContent.trim()==='"" + dobDay + ""'){d.click();break;}}"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:28,"0,036s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:28,20-02-2026 12:44:29,"1,021s",PASSED
"setText(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/input_Subjects_subjectsInput""), ""A"")",Chrome 144.0.0.0,,,20-02-2026 12:44:29,20-02-2026 12:44:29,"0,297s",PASSED
"executeJavaScript(""document.querySelector('[id^=react-select-2-option]').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:29,20-02-2026 12:44:29,"0,033s",PASSED
"executeJavaScript(""document.querySelector('label[for=hobbies-checkbox-3]').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:29,20-02-2026 12:44:29,"0,031s",PASSED
"uploadFile(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/input_Select picture_uploadPicture""), getProjectDir() + ""/Data Files/student_photo.jpg"")",Chrome 144.0.0.0,,,20-02-2026 12:44:29,20-02-2026 12:44:29,"0,085s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/textarea_Current Address_currentAddress""), 3)",Chrome 144.0.0.0,,,20-02-2026 12:44:29,20-02-2026 12:44:29,"0,056s",PASSED
if (CurrentAddress),Chrome 144.0.0.0,,,20-02-2026 12:44:29,20-02-2026 12:44:30,"0,407s",PASSED
"executeJavaScript(""window.scrollBy(0, 300)"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:30,20-02-2026 12:44:30,"0,022s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:30,20-02-2026 12:44:31,"1,005s",PASSED
"executeJavaScript(""var ads=document.querySelectorAll('.ad-container,.close-button,#adplus-anchor,[id*=google_ads],[class*=adsbygoogle]'); ads.forEach(function(a){a.remove();});"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:31,20-02-2026 12:44:31,"0,040s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:31,20-02-2026 12:44:32,"1,020s",PASSED
"if (Scenario.startsWith(""TC007""))",Chrome 144.0.0.0,,,20-02-2026 12:44:32,20-02-2026 12:44:32,"0,001s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 12:44:32,20-02-2026 12:44:32,"0,064s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""))",Chrome 144.0.0.0,,,20-02-2026 12:44:32,20-02-2026 12:44:32,"0,144s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:32,20-02-2026 12:44:33,"1,015s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 12:44:33,20-02-2026 12:44:33,"0,065s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-3-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(State))",Chrome 144.0.0.0,,,20-02-2026 12:44:33,20-02-2026 12:44:33,"0,023s",PASSED
delay(2),Chrome 144.0.0.0,,,20-02-2026 12:44:33,20-02-2026 12:44:35,"2,014s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 12:44:35,20-02-2026 12:44:35,"0,083s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""))",Chrome 144.0.0.0,,,20-02-2026 12:44:35,20-02-2026 12:44:35,"0,145s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:35,20-02-2026 12:44:37,"1,020s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 12:44:37,20-02-2026 12:44:37,"0,046s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-4-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(City))",Chrome 144.0.0.0,,,20-02-2026 12:44:37,20-02-2026 12:44:37,"0,033s",PASSED
"executeJavaScript(""document.getElementById('submit').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:37,20-02-2026 12:44:37,"0,098s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:37,20-02-2026 12:44:38,"1,005s",PASSED
"popup = executeJavaScript(""return document.getElementById('example-modal-sizes-title-lg') ? document.getElementById('example-modal-sizes-title-lg').innerText.trim() : '';"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:38,20-02-2026 12:44:38,"0,019s",PASSED
"formSubmitted = popup.equals(""Thanks for submitting the form"")",Chrome 144.0.0.0,,,20-02-2026 12:44:38,20-02-2026 12:44:38,"0,000s",PASSED
"shouldPass = ExpectedResult.equals(""PASS"")",Chrome 144.0.0.0,,,20-02-2026 12:44:38,20-02-2026 12:44:38,"0,000s",PASSED
"if (Scenario.startsWith(""TC008""))",Chrome 144.0.0.0,,,20-02-2026 12:44:38,20-02-2026 12:44:38,"0,000s",PASSED
takeScreenshot(),Chrome 144.0.0.0,,,20-02-2026 12:44:38,20-02-2026 12:44:38,"0,195s",PASSED
if (formSubmitted == shouldPass),Chrome 144.0.0.0,,,20-02-2026 12:44:38,20-02-2026 12:44:38,"0,005s",PASSED
if (formSubmitted),Chrome 144.0.0.0,,,20-02-2026 12:44:38,20-02-2026 12:44:38,"0,000s",PASSED
delay(3),Chrome 144.0.0.0,,,20-02-2026 12:44:38,20-02-2026 12:44:41,"3,015s",PASSED
closeBrowser(),Chrome 144.0.0.0,,,20-02-2026 12:44:41,20-02-2026 12:44:42,"0,613s",PASSED
,,,,,,,
Test Cases/TC_StudentForm_DDT,Chrome 144.0.0.0,DDT Student Form - runs all rows from Student Data Scenario.csv,,20-02-2026 12:44:42,20-02-2026 12:45:02,"20,405s",PASSED
"openBrowser("""")",Chrome 144.0.0.0,,,20-02-2026 12:44:42,20-02-2026 12:44:43,"1,222s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 144.0.0.0,,,20-02-2026 12:44:43,20-02-2026 12:44:45,"2,002s",PASSED
maximizeWindow(),Chrome 144.0.0.0,,,20-02-2026 12:44:45,20-02-2026 12:44:45,"0,083s",PASSED
waitForPageLoad(10),Chrome 144.0.0.0,,,20-02-2026 12:44:45,20-02-2026 12:44:45,"0,023s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""), 5)",Chrome 144.0.0.0,,,20-02-2026 12:44:45,20-02-2026 12:44:45,"0,231s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""))))",Chrome 144.0.0.0,,,20-02-2026 12:44:45,20-02-2026 12:44:46,"0,447s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_forms""))))",Chrome 144.0.0.0,,,20-02-2026 12:44:46,20-02-2026 12:44:46,"0,213s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:46,20-02-2026 12:44:47,"1,018s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_practiceForm""))))",Chrome 144.0.0.0,,,20-02-2026 12:44:47,20-02-2026 12:44:47,"0,118s",PASSED
waitForPageLoad(5),Chrome 144.0.0.0,,,20-02-2026 12:44:47,20-02-2026 12:44:47,"0,048s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/label_Male_custom-control-label""), 1)",Chrome 144.0.0.0,,,20-02-2026 12:44:47,20-02-2026 12:44:47,"0,057s",PASSED
if (FirstName),Chrome 144.0.0.0,,,20-02-2026 12:44:47,20-02-2026 12:44:47,"0,001s",PASSED
if (LastName),Chrome 144.0.0.0,,,20-02-2026 12:44:47,20-02-2026 12:44:47,"0,311s",PASSED
if (StudentEmail),Chrome 144.0.0.0,,,20-02-2026 12:44:47,20-02-2026 12:44:48,"0,352s",PASSED
"if (!(Scenario.startsWith(""TC005"")))",Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,036s",PASSED
if (MobileNumber),Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,322s",PASSED
"if (Scenario.startsWith(""TC009""))",Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,001s",PASSED
"dobParts = DateOfBirth.split(""-"")",Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,001s",PASSED
dobYear = dobParts[0],Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,000s",PASSED
dobMonth = String.valueOf(Integer.parseInt(dobParts[1]) - 1),Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,000s",PASSED
dobDay = String.valueOf(Integer.parseInt(dobParts[2])),Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,000s",PASSED
"executeJavaScript(""document.getElementById('dateOfBirthInput').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,093s",PASSED
"executeJavaScript(""document.querySelector('.react-datepicker__year-select').value='"" + dobYear + ""'; document.querySelector('.react-datepicker__year-select').dispatchEvent(new Event('change',{bubbles:true}));"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,050s",PASSED
"executeJavaScript(""document.querySelector('.react-datepicker__month-select').value='"" + dobMonth + ""'; document.querySelector('.react-datepicker__month-select').dispatchEvent(new Event('change',{bubbles:true}));"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,033s",PASSED
"executeJavaScript(""var days=document.querySelectorAll('.react-datepicker__day:not(.react-datepicker__day--outside-month)'); for(var d of days){if(d.textContent.trim()==='"" + dobDay + ""'){d.click();break;}}"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:48,"0,030s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:48,20-02-2026 12:44:49,"1,017s",PASSED
"setText(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/input_Subjects_subjectsInput""), ""A"")",Chrome 144.0.0.0,,,20-02-2026 12:44:49,20-02-2026 12:44:50,"0,382s",PASSED
"executeJavaScript(""document.querySelector('[id^=react-select-2-option]').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:50,20-02-2026 12:44:50,"0,044s",PASSED
"executeJavaScript(""document.querySelector('label[for=hobbies-checkbox-3]').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:50,20-02-2026 12:44:50,"0,034s",PASSED
"uploadFile(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/input_Select picture_uploadPicture""), getProjectDir() + ""/Data Files/student_photo.jpg"")",Chrome 144.0.0.0,,,20-02-2026 12:44:50,20-02-2026 12:44:50,"0,153s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/textarea_Current Address_currentAddress""), 3)",Chrome 144.0.0.0,,,20-02-2026 12:44:50,20-02-2026 12:44:50,"0,067s",PASSED
if (CurrentAddress),Chrome 144.0.0.0,,,20-02-2026 12:44:50,20-02-2026 12:44:50,"0,347s",PASSED
"executeJavaScript(""window.scrollBy(0, 300)"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:50,20-02-2026 12:44:50,"0,017s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:50,20-02-2026 12:44:51,"1,019s",PASSED
"executeJavaScript(""var ads=document.querySelectorAll('.ad-container,.close-button,#adplus-anchor,[id*=google_ads],[class*=adsbygoogle]'); ads.forEach(function(a){a.remove();});"", null)",Chrome 144.0.0.0,,,20-02-2026 12:44:51,20-02-2026 12:44:51,"0,024s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 12:44:51,20-02-2026 12:44:52,"1,011s",PASSED
"if (Scenario.startsWith(""TC007""))",Chrome 144.0.0.0,,,20-02-2026 12:44:52,20-02-2026 12:44:52,"0,003s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 12:44:52,20-02-2026 12:44:53,"0,095s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""))",Chrome 144.0.0.0,,,20-02-2026 12:44:53,20-02-2026 12:44:53,"0,146s",PASSED
