Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 14:45:52,20-02-2026 14:45:52,"0,058s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""))",Chrome 144.0.0.0,,,20-02-2026 14:45:52,20-02-2026 14:45:52,"0,161s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:45:52,20-02-2026 14:45:53,"1,008s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 14:45:53,20-02-2026 14:45:53,"0,024s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-3-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(State))",Chrome 144.0.0.0,,,20-02-2026 14:45:53,20-02-2026 14:45:54,"0,031s",PASSED
delay(2),Chrome 144.0.0.0,,,20-02-2026 14:45:54,20-02-2026 14:45:56,"2,014s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 14:45:56,20-02-2026 14:45:56,"0,073s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""))",Chrome 144.0.0.0,,,20-02-2026 14:45:56,20-02-2026 14:45:56,"0,156s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:45:56,20-02-2026 14:45:57,"1,019s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 14:45:57,20-02-2026 14:45:57,"0,024s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-4-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(City))",Chrome 144.0.0.0,,,20-02-2026 14:45:57,20-02-2026 14:45:57,"0,031s",PASSED
"executeJavaScript(""document.getElementById('submit').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:45:57,20-02-2026 14:45:57,"0,041s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:45:57,20-02-2026 14:45:58,"1,005s",PASSED
"popup = executeJavaScript(""return document.getElementById('example-modal-sizes-title-lg') ? document.getElementById('example-modal-sizes-title-lg').innerText.trim() : '';"", null)",Chrome 144.0.0.0,,,20-02-2026 14:45:58,20-02-2026 14:45:58,"0,029s",PASSED
"formSubmitted = popup.equals(""Thanks for submitting the form"")",Chrome 144.0.0.0,,,20-02-2026 14:45:58,20-02-2026 14:45:58,"0,001s",PASSED
"shouldPass = ExpectedResult.equals(""PASS"")",Chrome 144.0.0.0,,,20-02-2026 14:45:58,20-02-2026 14:45:58,"0,001s",PASSED
"if (Scenario.startsWith(""TC008""))",Chrome 144.0.0.0,,,20-02-2026 14:45:58,20-02-2026 14:45:58,"0,002s",PASSED
takeScreenshot(),Chrome 144.0.0.0,,,20-02-2026 14:45:58,20-02-2026 14:45:58,"0,295s",PASSED
if (formSubmitted == shouldPass),Chrome 144.0.0.0,,,20-02-2026 14:45:58,20-02-2026 14:45:58,"0,006s",PASSED
if (formSubmitted),Chrome 144.0.0.0,,,20-02-2026 14:45:58,20-02-2026 14:45:58,"0,001s",PASSED
delay(3),Chrome 144.0.0.0,,,20-02-2026 14:45:58,20-02-2026 14:46:01,"3,008s",PASSED
closeBrowser(),Chrome 144.0.0.0,,,20-02-2026 14:46:01,20-02-2026 14:46:02,"0,531s",PASSED
,,,,,,,
Test Cases/TC_StudentForm_DDT,Chrome 144.0.0.0,DDT Student Form - runs all rows from Student Data Scenario.csv,,20-02-2026 14:46:02,20-02-2026 14:46:25,"23,483s",PASSED
"openBrowser("""")",Chrome 144.0.0.0,,,20-02-2026 14:46:02,20-02-2026 14:46:03,"1,125s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 144.0.0.0,,,20-02-2026 14:46:03,20-02-2026 14:46:06,"2,551s",PASSED
maximizeWindow(),Chrome 144.0.0.0,,,20-02-2026 14:46:06,20-02-2026 14:46:06,"0,125s",PASSED
waitForPageLoad(10),Chrome 144.0.0.0,,,20-02-2026 14:46:06,20-02-2026 14:46:06,"0,031s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""), 5)",Chrome 144.0.0.0,,,20-02-2026 14:46:06,20-02-2026 14:46:06,"0,224s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""))))",Chrome 144.0.0.0,,,20-02-2026 14:46:06,20-02-2026 14:46:06,"0,492s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_forms""))))",Chrome 144.0.0.0,,,20-02-2026 14:46:06,20-02-2026 14:46:07,"0,360s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:07,20-02-2026 14:46:08,"1,015s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_practiceForm""))))",Chrome 144.0.0.0,,,20-02-2026 14:46:08,20-02-2026 14:46:09,"0,770s",PASSED
waitForPageLoad(5),Chrome 144.0.0.0,,,20-02-2026 14:46:09,20-02-2026 14:46:09,"0,089s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/label_Male_custom-control-label""), 1)",Chrome 144.0.0.0,,,20-02-2026 14:46:09,20-02-2026 14:46:09,"0,094s",PASSED
if (FirstName),Chrome 144.0.0.0,,,20-02-2026 14:46:09,20-02-2026 14:46:09,"0,484s",PASSED
if (LastName),Chrome 144.0.0.0,,,20-02-2026 14:46:09,20-02-2026 14:46:10,"0,427s",PASSED
if (StudentEmail),Chrome 144.0.0.0,,,20-02-2026 14:46:10,20-02-2026 14:46:10,"0,386s",PASSED
"if (!(Scenario.startsWith(""TC005"")))",Chrome 144.0.0.0,,,20-02-2026 14:46:10,20-02-2026 14:46:10,"0,060s",PASSED
if (MobileNumber),Chrome 144.0.0.0,,,20-02-2026 14:46:10,20-02-2026 14:46:10,"0,398s",PASSED
"if (Scenario.startsWith(""TC009""))",Chrome 144.0.0.0,,,20-02-2026 14:46:10,20-02-2026 14:46:10,"0,001s",PASSED
"dobParts = DateOfBirth.split(""-"")",Chrome 144.0.0.0,,,20-02-2026 14:46:10,20-02-2026 14:46:10,"0,001s",PASSED
dobYear = dobParts[0],Chrome 144.0.0.0,,,20-02-2026 14:46:10,20-02-2026 14:46:10,"0,001s",PASSED
dobMonth = String.valueOf(Integer.parseInt(dobParts[1]) - 1),Chrome 144.0.0.0,,,20-02-2026 14:46:10,20-02-2026 14:46:10,"0,001s",PASSED
dobDay = String.valueOf(Integer.parseInt(dobParts[2])),Chrome 144.0.0.0,,,20-02-2026 14:46:10,20-02-2026 14:46:10,"0,000s",PASSED
"executeJavaScript(""document.getElementById('dateOfBirthInput').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:10,20-02-2026 14:46:11,"0,149s",PASSED
"executeJavaScript(""document.querySelector('.react-datepicker__year-select').value='"" + dobYear + ""'; document.querySelector('.react-datepicker__year-select').dispatchEvent(new Event('change',{bubbles:true}));"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:11,20-02-2026 14:46:11,"0,126s",PASSED
"executeJavaScript(""document.querySelector('.react-datepicker__month-select').value='"" + dobMonth + ""'; document.querySelector('.react-datepicker__month-select').dispatchEvent(new Event('change',{bubbles:true}));"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:11,20-02-2026 14:46:11,"0,086s",PASSED
"executeJavaScript(""var days=document.querySelectorAll('.react-datepicker__day:not(.react-datepicker__day--outside-month)'); for(var d of days){if(d.textContent.trim()==='"" + dobDay + ""'){d.click();break;}}"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:11,20-02-2026 14:46:11,"0,041s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:11,20-02-2026 14:46:12,"1,018s",PASSED
"setText(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/input_Subjects_subjectsInput""), ""A"")",Chrome 144.0.0.0,,,20-02-2026 14:46:12,20-02-2026 14:46:12,"0,357s",PASSED
"executeJavaScript(""document.querySelector('[id^=react-select-2-option]').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:12,20-02-2026 14:46:12,"0,058s",PASSED
"executeJavaScript(""document.querySelector('label[for=hobbies-checkbox-3]').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:12,20-02-2026 14:46:12,"0,042s",PASSED
"uploadFile(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/input_Select picture_uploadPicture""), getProjectDir() + ""/Data Files/student_photo.jpg"")",Chrome 144.0.0.0,,,20-02-2026 14:46:12,20-02-2026 14:46:13,"0,192s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/textarea_Current Address_currentAddress""), 3)",Chrome 144.0.0.0,,,20-02-2026 14:46:13,20-02-2026 14:46:13,"0,222s",PASSED
if (CurrentAddress),Chrome 144.0.0.0,,,20-02-2026 14:46:13,20-02-2026 14:46:13,"0,582s",PASSED
"executeJavaScript(""window.scrollBy(0, 300)"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:13,20-02-2026 14:46:13,"0,027s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:13,20-02-2026 14:46:14,"1,010s",PASSED
"executeJavaScript(""var ads=document.querySelectorAll('.ad-container,.close-button,#adplus-anchor,[id*=google_ads],[class*=adsbygoogle]'); ads.forEach(function(a){a.remove();});"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:14,20-02-2026 14:46:15,"0,101s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:15,20-02-2026 14:46:16,"1,011s",PASSED
"if (Scenario.startsWith(""TC007""))",Chrome 144.0.0.0,,,20-02-2026 14:46:16,20-02-2026 14:46:16,"0,002s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 14:46:16,20-02-2026 14:46:16,"0,067s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""))",Chrome 144.0.0.0,,,20-02-2026 14:46:16,20-02-2026 14:46:16,"0,200s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:16,20-02-2026 14:46:17,"1,019s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 14:46:17,20-02-2026 14:46:17,"0,042s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-3-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(State))",Chrome 144.0.0.0,,,20-02-2026 14:46:17,20-02-2026 14:46:17,"0,058s",PASSED
delay(2),Chrome 144.0.0.0,,,20-02-2026 14:46:17,20-02-2026 14:46:19,"2,017s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 14:46:19,20-02-2026 14:46:19,"0,082s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""))",Chrome 144.0.0.0,,,20-02-2026 14:46:19,20-02-2026 14:46:19,"0,192s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:19,20-02-2026 14:46:20,"1,017s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 14:46:20,20-02-2026 14:46:20,"0,049s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-4-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(City))",Chrome 144.0.0.0,,,20-02-2026 14:46:20,20-02-2026 14:46:20,"0,037s",PASSED
"executeJavaScript(""document.getElementById('submit').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:20,20-02-2026 14:46:20,"0,050s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:20,20-02-2026 14:46:21,"1,005s",PASSED
"popup = executeJavaScript(""return document.getElementById('example-modal-sizes-title-lg') ? document.getElementById('example-modal-sizes-title-lg').innerText.trim() : '';"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:21,20-02-2026 14:46:21,"0,020s",PASSED
"formSubmitted = popup.equals(""Thanks for submitting the form"")",Chrome 144.0.0.0,,,20-02-2026 14:46:21,20-02-2026 14:46:21,"0,000s",PASSED
"shouldPass = ExpectedResult.equals(""PASS"")",Chrome 144.0.0.0,,,20-02-2026 14:46:21,20-02-2026 14:46:21,"0,000s",PASSED
"if (Scenario.startsWith(""TC008""))",Chrome 144.0.0.0,,,20-02-2026 14:46:21,20-02-2026 14:46:21,"0,001s",PASSED
takeScreenshot(),Chrome 144.0.0.0,,,20-02-2026 14:46:21,20-02-2026 14:46:22,"0,193s",PASSED
if (formSubmitted == shouldPass),Chrome 144.0.0.0,,,20-02-2026 14:46:22,20-02-2026 14:46:22,"0,002s",PASSED
if (formSubmitted),Chrome 144.0.0.0,,,20-02-2026 14:46:22,20-02-2026 14:46:22,"0,001s",PASSED
delay(3),Chrome 144.0.0.0,,,20-02-2026 14:46:22,20-02-2026 14:46:25,"3,004s",PASSED
closeBrowser(),Chrome 144.0.0.0,,,20-02-2026 14:46:25,20-02-2026 14:46:25,"0,697s",PASSED
,,,,,,,
Test Cases/TC_StudentForm_DDT,Chrome 144.0.0.0,DDT Student Form - runs all rows from Student Data Scenario.csv,,20-02-2026 14:46:25,20-02-2026 14:46:49,"23,423s",PASSED
"openBrowser("""")",Chrome 144.0.0.0,,,20-02-2026 14:46:25,20-02-2026 14:46:26,"1,074s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 144.0.0.0,,,20-02-2026 14:46:26,20-02-2026 14:46:30,"3,711s",PASSED
maximizeWindow(),Chrome 144.0.0.0,,,20-02-2026 14:46:30,20-02-2026 14:46:30,"0,143s",PASSED
waitForPageLoad(10),Chrome 144.0.0.0,,,20-02-2026 14:46:30,20-02-2026 14:46:30,"0,023s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""), 5)",Chrome 144.0.0.0,,,20-02-2026 14:46:30,20-02-2026 14:46:31,"0,152s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""))))",Chrome 144.0.0.0,,,20-02-2026 14:46:31,20-02-2026 14:46:31,"0,101s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_forms""))))",Chrome 144.0.0.0,,,20-02-2026 14:46:31,20-02-2026 14:46:31,"0,467s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:31,20-02-2026 14:46:32,"1,022s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_practiceForm""))))",Chrome 144.0.0.0,,,20-02-2026 14:46:32,20-02-2026 14:46:32,"0,139s",PASSED
waitForPageLoad(5),Chrome 144.0.0.0,,,20-02-2026 14:46:32,20-02-2026 14:46:32,"0,041s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/label_Male_custom-control-label""), 1)",Chrome 144.0.0.0,,,20-02-2026 14:46:32,20-02-2026 14:46:32,"0,051s",PASSED
if (FirstName),Chrome 144.0.0.0,,,20-02-2026 14:46:32,20-02-2026 14:46:33,"0,362s",PASSED
if (LastName),Chrome 144.0.0.0,,,20-02-2026 14:46:33,20-02-2026 14:46:33,"0,374s",PASSED
if (StudentEmail),Chrome 144.0.0.0,,,20-02-2026 14:46:33,20-02-2026 14:46:34,"0,517s",PASSED
"if (!(Scenario.startsWith(""TC005"")))",Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,001s",PASSED
if (MobileNumber),Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,378s",PASSED
"if (Scenario.startsWith(""TC009""))",Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,002s",PASSED
"dobParts = DateOfBirth.split(""-"")",Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,000s",PASSED
dobYear = dobParts[0],Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,000s",PASSED
dobMonth = String.valueOf(Integer.parseInt(dobParts[1]) - 1),Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,002s",PASSED
dobDay = String.valueOf(Integer.parseInt(dobParts[2])),Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,004s",PASSED
"executeJavaScript(""document.getElementById('dateOfBirthInput').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,060s",PASSED
"executeJavaScript(""document.querySelector('.react-datepicker__year-select').value='"" + dobYear + ""'; document.querySelector('.react-datepicker__year-select').dispatchEvent(new Event('change',{bubbles:true}));"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,049s",PASSED
"executeJavaScript(""document.querySelector('.react-datepicker__month-select').value='"" + dobMonth + ""'; document.querySelector('.react-datepicker__month-select').dispatchEvent(new Event('change',{bubbles:true}));"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,101s",PASSED
"executeJavaScript(""var days=document.querySelectorAll('.react-datepicker__day:not(.react-datepicker__day--outside-month)'); for(var d of days){if(d.textContent.trim()==='"" + dobDay + ""'){d.click();break;}}"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:34,"0,091s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:34,20-02-2026 14:46:35,"1,018s",PASSED
"setText(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/input_Subjects_subjectsInput""), ""A"")",Chrome 144.0.0.0,,,20-02-2026 14:46:35,20-02-2026 14:46:36,"0,457s",PASSED
"executeJavaScript(""document.querySelector('[id^=react-select-2-option]').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:36,20-02-2026 14:46:36,"0,043s",PASSED
"executeJavaScript(""document.querySelector('label[for=hobbies-checkbox-3]').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:36,20-02-2026 14:46:36,"0,030s",PASSED
"uploadFile(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/input_Select picture_uploadPicture""), getProjectDir() + ""/Data Files/student_photo.jpg"")",Chrome 144.0.0.0,,,20-02-2026 14:46:36,20-02-2026 14:46:36,"0,130s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/textarea_Current Address_currentAddress""), 3)",Chrome 144.0.0.0,,,20-02-2026 14:46:36,20-02-2026 14:46:36,"0,054s",PASSED
if (CurrentAddress),Chrome 144.0.0.0,,,20-02-2026 14:46:36,20-02-2026 14:46:36,"0,362s",PASSED
"executeJavaScript(""window.scrollBy(0, 300)"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:36,20-02-2026 14:46:36,"0,021s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:36,20-02-2026 14:46:37,"1,009s",PASSED
"executeJavaScript(""var ads=document.querySelectorAll('.ad-container,.close-button,#adplus-anchor,[id*=google_ads],[class*=adsbygoogle]'); ads.forEach(function(a){a.remove();});"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:37,20-02-2026 14:46:38,"0,127s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:38,20-02-2026 14:46:39,"1,006s",PASSED
"if (Scenario.startsWith(""TC007""))",Chrome 144.0.0.0,,,20-02-2026 14:46:39,20-02-2026 14:46:39,"0,000s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 14:46:39,20-02-2026 14:46:39,"0,232s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_state_container""))",Chrome 144.0.0.0,,,20-02-2026 14:46:39,20-02-2026 14:46:39,"0,387s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:39,20-02-2026 14:46:40,"1,010s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 14:46:40,20-02-2026 14:46:40,"0,024s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-3-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(State))",Chrome 144.0.0.0,,,20-02-2026 14:46:40,20-02-2026 14:46:40,"0,038s",PASSED
delay(2),Chrome 144.0.0.0,,,20-02-2026 14:46:40,20-02-2026 14:46:42,"2,005s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""), 3)",Chrome 144.0.0.0,,,20-02-2026 14:46:42,20-02-2026 14:46:42,"0,073s",PASSED
"click(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/div_city_container""))",Chrome 144.0.0.0,,,20-02-2026 14:46:42,20-02-2026 14:46:43,"0,202s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:43,20-02-2026 14:46:44,"1,015s",PASSED
"for ([i = 0, i < 10, (i++)])",Chrome 144.0.0.0,,,20-02-2026 14:46:44,20-02-2026 14:46:44,"0,046s",PASSED
"executeJavaScript(""var o=document.querySelectorAll('[id^=react-select-4-option]'); for(var i=0;i<o.length;i++){if(o[i].innerText.trim()===arguments[0]){o[i].click();break;}}"", Arrays.asList(City))",Chrome 144.0.0.0,,,20-02-2026 14:46:44,20-02-2026 14:46:44,"0,049s",PASSED
"executeJavaScript(""document.getElementById('submit').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:44,20-02-2026 14:46:44,"0,060s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:44,20-02-2026 14:46:45,"1,020s",PASSED
"popup = executeJavaScript(""return document.getElementById('example-modal-sizes-title-lg') ? document.getElementById('example-modal-sizes-title-lg').innerText.trim() : '';"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:45,20-02-2026 14:46:45,"0,051s",PASSED
"formSubmitted = popup.equals(""Thanks for submitting the form"")",Chrome 144.0.0.0,,,20-02-2026 14:46:45,20-02-2026 14:46:45,"0,001s",PASSED
"shouldPass = ExpectedResult.equals(""PASS"")",Chrome 144.0.0.0,,,20-02-2026 14:46:45,20-02-2026 14:46:45,"0,000s",PASSED
"if (Scenario.startsWith(""TC008""))",Chrome 144.0.0.0,,,20-02-2026 14:46:45,20-02-2026 14:46:45,"0,001s",PASSED
takeScreenshot(),Chrome 144.0.0.0,,,20-02-2026 14:46:45,20-02-2026 14:46:45,"0,261s",PASSED
if (formSubmitted == shouldPass),Chrome 144.0.0.0,,,20-02-2026 14:46:45,20-02-2026 14:46:45,"0,005s",PASSED
if (formSubmitted),Chrome 144.0.0.0,,,20-02-2026 14:46:45,20-02-2026 14:46:45,"0,001s",PASSED
delay(3),Chrome 144.0.0.0,,,20-02-2026 14:46:45,20-02-2026 14:46:48,"3,011s",PASSED
closeBrowser(),Chrome 144.0.0.0,,,20-02-2026 14:46:48,20-02-2026 14:46:49,"0,678s",PASSED
,,,,,,,
Test Cases/TC_StudentForm_DDT,Chrome 144.0.0.0,DDT Student Form - runs all rows from Student Data Scenario.csv,,20-02-2026 14:46:49,20-02-2026 14:47:10,"20,893s",PASSED
"openBrowser("""")",Chrome 144.0.0.0,,,20-02-2026 14:46:49,20-02-2026 14:46:50,"1,312s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 144.0.0.0,,,20-02-2026 14:46:50,20-02-2026 14:46:52,"2,234s",PASSED
maximizeWindow(),Chrome 144.0.0.0,,,20-02-2026 14:46:52,20-02-2026 14:46:52,"0,072s",PASSED
waitForPageLoad(10),Chrome 144.0.0.0,,,20-02-2026 14:46:52,20-02-2026 14:46:52,"0,029s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""), 5)",Chrome 144.0.0.0,,,20-02-2026 14:46:52,20-02-2026 14:46:53,"0,104s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/card_elements""))))",Chrome 144.0.0.0,,,20-02-2026 14:46:53,20-02-2026 14:46:53,"0,095s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_forms""))))",Chrome 144.0.0.0,,,20-02-2026 14:46:53,20-02-2026 14:46:53,"0,120s",PASSED
delay(1),Chrome 144.0.0.0,,,20-02-2026 14:46:53,20-02-2026 14:46:54,"1,017s",PASSED
"executeJavaScript(""arguments[0].click();"", Arrays.asList(findWebElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/menu_practiceForm""))))",Chrome 144.0.0.0,,,20-02-2026 14:46:54,20-02-2026 14:46:54,"0,114s",PASSED
waitForPageLoad(5),Chrome 144.0.0.0,,,20-02-2026 14:46:54,20-02-2026 14:46:54,"0,260s",PASSED
"scrollToElement(findTestObject(""Object Repository/Take Home Test/Page_DEMOQA/label_Male_custom-control-label""), 1)",Chrome 144.0.0.0,,,20-02-2026 14:46:54,20-02-2026 14:46:54,"0,144s",PASSED
if (FirstName),Chrome 144.0.0.0,,,20-02-2026 14:46:54,20-02-2026 14:46:55,"0,515s",PASSED
if (LastName),Chrome 144.0.0.0,,,20-02-2026 14:46:55,20-02-2026 14:46:55,"0,336s",PASSED
if (StudentEmail),Chrome 144.0.0.0,,,20-02-2026 14:46:55,20-02-2026 14:46:56,"0,359s",PASSED
"if (!(Scenario.startsWith(""TC005"")))",Chrome 144.0.0.0,,,20-02-2026 14:46:56,20-02-2026 14:46:56,"0,034s",PASSED
if (MobileNumber),Chrome 144.0.0.0,,,20-02-2026 14:46:56,20-02-2026 14:46:56,"0,001s",PASSED
"if (Scenario.startsWith(""TC009""))",Chrome 144.0.0.0,,,20-02-2026 14:46:56,20-02-2026 14:46:56,"0,001s",PASSED
"dobParts = DateOfBirth.split(""-"")",Chrome 144.0.0.0,,,20-02-2026 14:46:56,20-02-2026 14:46:56,"0,001s",PASSED
dobYear = dobParts[0],Chrome 144.0.0.0,,,20-02-2026 14:46:56,20-02-2026 14:46:56,"0,000s",PASSED
dobMonth = String.valueOf(Integer.parseInt(dobParts[1]) - 1),Chrome 144.0.0.0,,,20-02-2026 14:46:56,20-02-2026 14:46:56,"0,000s",PASSED
dobDay = String.valueOf(Integer.parseInt(dobParts[2])),Chrome 144.0.0.0,,,20-02-2026 14:46:56,20-02-2026 14:46:56,"0,000s",PASSED
"executeJavaScript(""document.getElementById('dateOfBirthInput').click();"", null)",Chrome 144.0.0.0,,,20-02-2026 14:46:56,20-02-2026 14:46:56,"0,107s",PASSED
